episode_id,episode_number,title,date_published,youtube_id,youtube_url,priority,transcript_status,analysis_status,notes_status,timestamp_status,caption_provenance
dr-gary-steinberg-how-to-improve-brain-health-offset-neurodegeneration,177,Dr. Gary Steinberg: How to Improve Brain Health & Offset Neurodegeneration,2024-05-20T08:00:00.000Z,nqNEtdHVUjM,https://www.youtube.com/watch?v=nqNEtdHVUjM,high,downloaded,analyzed,available,available,
dr-diego-bohorquez-the-science-of-your-gut-sense-the-gut-brain-axis,178,Dr. Diego Bohórquez: The Science of Your Gut Sense & the Gut-Brain Axis,2024-05-27T08:00:00.000Z,SZSRgyl7pyQ,https://www.youtube.com/watch?v=SZSRgyl7pyQ,high,downloaded,analyzed,available,available,
dr-mary-claire-haver-how-to-navigate-menopause-perimenopause-for-maximum-health-vitality,179,Dr. Mary Claire Haver: How to Navigate Menopause & Perimenopause for Maximum Health & Vitality,2024-06-03T08:00:00.000Z,6P8hrzjnetU,https://www.youtube.com/watch?v=6P8hrzjnetU,high,downloaded,analyzed,available,available,
dr-jonathan-haidt-how-smartphones-social-media-impact-mental-health-the-realistic-solutions,180,Dr. Jonathan Haidt: How Smartphones & Social Media Impact Mental Health & the Realistic Solutions,2024-06-10T08:00:00.000Z,csubiPlvFWk,https://www.youtube.com/watch?v=csubiPlvFWk,high,downloaded,analyzed,available,available,
dr-zachary-knight-the-science-of-hunger-medications-to-combat-obesity,181,Dr. Zachary Knight: The Science of Hunger & Medications to Combat Obesity,2024-06-17T08:00:00.000Z,C5KpIXjpzdY,https://www.youtube.com/watch?v=C5KpIXjpzdY,high,downloaded,analyzed,available,available,
dr-gabrielle-lyon-how-to-exercise-eat-for-optimal-health-longevity,182,Dr. Gabrielle Lyon: How to Exercise & Eat for Optimal Health & Longevity,2024-06-24T08:00:00.000Z,WFcYF_pxLgA,https://www.youtube.com/watch?v=WFcYF_pxLgA,high,downloaded,analyzed,available,available,
how-to-improve-skin-health-appearance,183,How to Improve Skin Health & Appearance,2024-07-01T08:00:00.000Z,1CxJVdeyltw,https://www.youtube.com/watch?v=1CxJVdeyltw,high,downloaded,analyzed,available,available,
dr-stuart-mcgill-build-a-strong-pain-proof-back,185,"Dr. Stuart McGill: Build a Strong, Pain-Proof Back",2024-07-15T08:00:00.000Z,mAlt_HKX4as,https://www.youtube.com/watch?v=mAlt_HKX4as,high,downloaded,analyzed,available,available,
dr-stacy-sims-female-specific-exercise-nutrition-for-health-performance-longevity,186,"Dr. Stacy Sims: Female-Specific Exercise & Nutrition for Health, Performance & Longevity",2024-07-22T08:00:00.000Z,pZX8ikmWvEU,https://www.youtube.com/watch?v=pZX8ikmWvEU,high,downloaded,analyzed,available,available,
dr-peter-attia-supplements-for-longevity-their-efficacy,187,Dr. Peter Attia: Supplements for Longevity & Their Efficacy,2024-07-29T08:00:00.000Z,79p1X_7rAMo,https://www.youtube.com/watch?v=79p1X_7rAMo,high,downloaded,analyzed,available,available,
ama-18-cold-therapy-advice-skin-health-tips-motivation-learning-strategies-more,,"AMA #18: Cold Therapy Advice, Skin Health Tips, Motivation, Learning Strategies & More",2024-08-02T08:00:00.000Z,Gf-kC30SLtc,https://www.youtube.com/watch?v=Gf-kC30SLtc,high,downloaded,analyzed,available,missing,
dr-martha-beck-accessing-your-best-self-with-mind-body-practices-belief-testing-imagination,188,"Dr. Martha Beck: Access Your Best Self With Mind-Body Practices, Belief Testing & Imagination",2024-08-05T08:00:00.000Z,nOgypsWKjm4,https://www.youtube.com/watch?v=nOgypsWKjm4,high,downloaded,analyzed,available,available,
dr-layne-norton-tools-for-nutrition-fitness,189,Dr. Layne Norton: Tools for Nutrition & Fitness,2024-08-12T08:00:00.000Z,CD0bRU1e1ZM,https://www.youtube.com/watch?v=CD0bRU1e1ZM,high,downloaded,analyzed,available,available,
dr-teo-soleymani-how-to-improve-protect-your-skin-health-appearance,190,Dr. Teo Soleymani: How to Improve & Protect Your Skin Health & Appearance,2024-08-19T08:00:00.000Z,wgUjIRtote8,https://www.youtube.com/watch?v=wgUjIRtote8,high,downloaded,analyzed,available,available,
optimal-protocols-for-studying-learning,191,Optimal Protocols for Studying & Learning,2024-08-26T08:00:00.000Z,ddq8JIMhz7c,https://www.youtube.com/watch?v=ddq8JIMhz7c,high,downloaded,analyzed,available,available,
dr-marc-brackett-how-to-increase-your-emotional-intelligence,193,Dr. Marc Brackett: How to Increase Your Emotional Intelligence,2024-09-09T08:00:00.000Z,kG5Qb9sr0YQ,https://www.youtube.com/watch?v=kG5Qb9sr0YQ,high,downloaded,analyzed,available,available,
esther-perel-how-to-find-build-maintain-healthy-romantic-relationships,194,"Esther Perel: How to Find, Build & Maintain Healthy Romantic Relationships",2024-09-16T08:00:00.000Z,ajneRM-ET1Q,https://www.youtube.com/watch?v=ajneRM-ET1Q,high,downloaded,analyzed,available,available,
dr-victor-carrion-how-to-heal-from-post-traumatic-stress-disorder,195,Dr. Victor Carrión: How to Heal From Post-Traumatic Stress Disorder (PTSD),2024-09-23T08:00:00.000Z,4RFEkGKKhdE,https://www.youtube.com/watch?v=4RFEkGKKhdE,high,downloaded,analyzed,available,available,
dr-charan-ranganath-how-to-improve-memory-focus-using-science-protocols,196,Dr. Charan Ranganath: How to Improve Memory & Focus Using Science Protocols,2024-09-30T08:00:00.000Z,jC8Pu9HBd48,https://www.youtube.com/watch?v=jC8Pu9HBd48,high,downloaded,analyzed,available,available,
dr-craig-koniver-peptide-hormone-therapies-for-health-performance-longevity,197,"Dr. Craig Koniver: Peptide & Hormone Therapies for Health, Performance & Longevity",2024-10-07T08:00:00.000Z,wRsX_ZkzxvQ,https://www.youtube.com/watch?v=wRsX_ZkzxvQ,high,downloaded,analyzed,available,available,
ari-wallach-create-your-ideal-future-using-science-based-protocols,198,Ari Wallach: Create Your Ideal Future Using Science-Based Protocols,2024-10-14T08:00:00.000Z,kgr22uMsJ5o,https://www.youtube.com/watch?v=kgr22uMsJ5o,high,downloaded,analyzed,available,available,
the-effects-of-microplastics-on-your-health-how-to-reduce-them,199,The Effects of Microplastics on Your Health & How to Reduce Them,2024-10-21T08:00:00.000Z,vfRtLI6cJrk,https://www.youtube.com/watch?v=vfRtLI6cJrk,high,downloaded,analyzed,available,available,
bill-eddy-how-to-deal-with-high-conflict-people,200,Bill Eddy: How to Deal With High Conflict People,2024-10-28T08:00:00.000Z,SuR0DaYoe0Y,https://www.youtube.com/watch?v=SuR0DaYoe0Y,high,downloaded,analyzed,available,available,
dr-shanna-swan-how-to-safeguard-your-hormone-health-fertility,201,Dr. Shanna Swan: How to Safeguard Your Hormone Health & Fertility,2024-11-04T09:00:00.000Z,i5611OvTFGM,https://www.youtube.com/watch?v=i5611OvTFGM,high,downloaded,analyzed,available,available,
dr-allan-schore-how-relationships-shape-your-brain,202,Dr. Allan Schore: How Relationships Shape Your Brain,2024-11-11T09:00:00.000Z,rZkMpVLcVsg,https://www.youtube.com/watch?v=rZkMpVLcVsg,high,downloaded,analyzed,available,available,
essentials-how-your-nervous-system-works-changes,,Essentials: How Your Brain Works & Changes,2024-11-14T09:00:00.000Z,HiyzzcuaAac,https://www.youtube.com/watch?v=HiyzzcuaAac,high,downloaded,analyzed,available,available,
dr-terry-sejnowski-how-to-improve-at-learning-using-neuroscience-ai,203,Dr. Terry Sejnowski: How to Improve at Learning Using Neuroscience & AI,2024-11-18T09:00:00.000Z,etbfLTHD_VU,https://www.youtube.com/watch?v=etbfLTHD_VU,high,downloaded,analyzed,available,available,
essentials-master-your-sleep-be-more-alert-when-awake,,Essentials: Master Your Sleep & Be More Alert When Awake,2024-11-21T09:00:00.000Z,lIo9FcrljDk,https://www.youtube.com/watch?v=lIo9FcrljDk,high,downloaded,analyzed,available,available,
dr-ethan-kross-how-to-control-your-inner-voice-increase-your-resilience,204,Dr. Ethan Kross: How to Control Your Inner Voice & Increase Your Resilience,2024-11-25T09:00:00.000Z,Og56hmAspV8,https://www.youtube.com/watch?v=Og56hmAspV8,high,downloaded,analyzed,available,available,
essentials-using-science-to-optimize-sleep-learning-metabolism,,"Essentials: Using Science to Optimize Sleep, Learning & Metabolism",2024-11-28T09:00:00.000Z,q-H_A_dQUxQ,https://www.youtube.com/watch?v=q-H_A_dQUxQ,high,downloaded,analyzed,available,available,
morgan-housel-understand-apply-the-psychology-of-money-to-gain-greater-happiness,205,Morgan Housel: Understand & Apply the Psychology of Money to Gain Greater Happiness,2024-12-02T09:00:00.000Z,z5W74QC3v2I,https://www.youtube.com/watch?v=z5W74QC3v2I,high,downloaded,analyzed,available,available,
essentials-how-to-defeat-jet-lag-shift-work-sleeplessness,,"Essentials: How to Defeat Jet Lag, Shift Work & Sleeplessness",2024-12-05T09:00:00.000Z,In9Bq4EJMZw,https://www.youtube.com/watch?v=In9Bq4EJMZw,high,downloaded,analyzed,available,available,
dr-kelly-starrett-how-to-improve-your-mobility-posture-flexibility,206,"Dr. Kelly Starrett: How to Improve Your Mobility, Posture & Flexibility",2024-12-09T09:00:00.000Z,8N7mdkrXgbc,https://www.youtube.com/watch?v=8N7mdkrXgbc,high,downloaded,analyzed,available,available,
essentials-understanding-and-using-dreams-to-learn-and-to-forget,,Essentials: Understand and Use Dreams to Learn and Forget,2024-12-12T09:00:00.000Z,hF32FvBH4gI,https://www.youtube.com/watch?v=hF32FvBH4gI,high,downloaded,analyzed,available,available,
dr-bernardo-huberman-how-to-use-curiosity-focus-to-create-a-joyful-meaningful-life,207,Dr. Bernardo Huberman: How to Use Curiosity & Focus to Create a Joyful & Meaningful Life,2024-12-16T09:00:00.000Z,tR73Ny4Dt9s,https://www.youtube.com/watch?v=tR73Ny4Dt9s,high,downloaded,analyzed,available,available,
essentials-how-to-focus-to-change-your-brain,,Essentials: How to Focus to Change Your Brain,2024-12-19T09:00:00.000Z,4AwyVTHEU3s,https://www.youtube.com/watch?v=4AwyVTHEU3s,high,downloaded,analyzed,available,available,
dr-laurie-santos-how-to-achieve-true-happiness-using-science-based-protocols,208,Dr. Laurie Santos: How to Achieve True Happiness Using Science-Based Protocols,2024-12-23T09:00:00.000Z,Phm-Alz1Zjo,https://www.youtube.com/watch?v=Phm-Alz1Zjo,high,downloaded,analyzed,available,available,
essentials-how-to-learn-faster-by-using-failures-movement-balance,,"Essentials: How to Learn Faster by Using Failures, Movement & Balance",2024-12-26T09:00:00.000Z,jwChiek_aRY,https://www.youtube.com/watch?v=jwChiek_aRY,high,downloaded,analyzed,available,available,
dr-jordan-peterson-how-to-best-guide-your-life-decisions-path,209,Dr. Jordan Peterson: How to Best Guide Your Life Decisions & Path,2024-12-30T09:00:00.000Z,K0hkhbGYaGQ,https://www.youtube.com/watch?v=K0hkhbGYaGQ,high,downloaded,analyzed,available,available,
essentials-optimize-your-learning-creativity-with-science-based-tools,,Essentials: Optimize Your Learning & Creativity With Science-Based Tools,2025-01-02T09:00:00.000Z,D97TQuy946k,https://www.youtube.com/watch?v=D97TQuy946k,high,downloaded,analyzed,available,available,
how-to-use-exercise-to-improve-your-brains-health-longevity-performance,210,"How to Use Exercise to Improve Your Brain’s Health, Longevity & Performance",2025-01-06T09:00:00.000Z,J2oqi41dCNc,https://www.youtube.com/watch?v=J2oqi41dCNc,high,downloaded,analyzed,available,available,
essentials-control-pain-heal-faster-with-your-brain,,Essentials: Control Pain & Heal Faster With Your Brain,2025-01-09T09:00:00.000Z,SjPJn4QP0dk,https://www.youtube.com/watch?v=SjPJn4QP0dk,high,downloaded,analyzed,available,available,
dr-becky-kennedy-overcoming-guilt-building-tenacity-in-kids-adults,211,Dr. Becky Kennedy: Overcoming Guilt & Building Tenacity in Kids & Adults,2025-01-13T09:00:00.000Z,qi4VwpEs3LE,https://www.youtube.com/watch?v=qi4VwpEs3LE,high,downloaded,analyzed,available,available,
essentials-tools-for-managing-stress-anxiety,,Essentials: Tools for Managing Stress & Anxiety,2025-01-16T09:00:00.000Z,qUz93CyNIz0,https://www.youtube.com/watch?v=qUz93CyNIz0,high,downloaded,analyzed,available,available,
dr-brian-keating-charting-the-architecture-of-the-universe-human-life,212,Dr. Brian Keating: Charting the Architecture of the Universe & Human Life,2025-01-20T09:00:00.000Z,3-ukCGQJk2c,https://www.youtube.com/watch?v=3-ukCGQJk2c,high,downloaded,analyzed,available,available,
essentials-how-foods-nutrients-control-our-moods,,Essentials: How Foods & Nutrients Control Our Moods,2025-01-23T09:00:00.000Z,Q4qWzbP0q7I,https://www.youtube.com/watch?v=Q4qWzbP0q7I,high,downloaded,analyzed,available,available,
josh-waitzkin-the-art-of-learning-living-life,213,Josh Waitzkin: The Art of Learning & Living Life,2025-01-27T09:00:00.000Z,wAnDWfEIwoE,https://www.youtube.com/watch?v=wAnDWfEIwoE,high,downloaded,analyzed,available,available,
essentials-how-to-increase-motivation-drive,,Essentials: How to Increase Motivation & Drive,2025-01-30T09:00:00.000Z,OLQRAMZi--c,https://www.youtube.com/watch?v=OLQRAMZi--c,high,downloaded,analyzed,available,available,
dr-ellen-langer-using-your-mind-to-control-your-physical-health-longevity,214,Dr. Ellen Langer: Using Your Mind to Control Your Physical Health & Longevity,2025-02-03T09:00:00.000Z,QYAgf_lfio4,https://www.youtube.com/watch?v=QYAgf_lfio4,high,downloaded,analyzed,available,available,
essentials-the-science-of-emotions-relationships,,Essentials: The Science of Emotions & Relationships,2025-02-06T09:00:00.000Z,qdk7XuBgSjw,https://www.youtube.com/watch?v=qdk7XuBgSjw,high,downloaded,analyzed,available,available,
pavel-tsatsouline-build-strength-endurance-flexibility-at-any-age,215,"Pavel Tsatsouline: The Correct Way to Build Strength, Endurance & Flexibility at Any Age",2025-02-10T09:00:00.000Z,Z3OpxT65fKw,https://www.youtube.com/watch?v=Z3OpxT65fKw,high,downloaded,analyzed,available,available,
essentials-how-hormones-shape-sexual-development,,Essentials: How Hormones Shape Sexual Development,2025-02-13T09:00:00.000Z,FCFQx3cA0Lg,https://www.youtube.com/watch?v=FCFQx3cA0Lg,high,downloaded,analyzed,available,available,
how-hormones-status-shape-our-values-decisions-dr-michael-platt,216,How Hormones & Status Shape Our Values & Decisions | Dr. Michael Platt,2025-02-17T09:00:00.000Z,bAWUYuygS_U,https://www.youtube.com/watch?v=bAWUYuygS_U,high,downloaded,analyzed,available,available,
essentials-how-to-optimize-testosterone-estrogen,,Essentials: How to Optimize Testosterone & Estrogen,2025-02-20T09:00:00.000Z,v4HRWgwjP_k,https://www.youtube.com/watch?v=v4HRWgwjP_k,high,downloaded,analyzed,available,available,
how-to-enhance-your-immune-system-dr-roger-seheult,217,How to Enhance Your Immune System | Dr. Roger Seheult,2025-02-24T09:00:00.000Z,N5DAW8mkJ6Y,https://www.youtube.com/watch?v=N5DAW8mkJ6Y,high,downloaded,analyzed,available,available,
essentials-how-to-control-hunger-eating-satiety,,"Essentials: How to Control Hunger, Eating & Satiety",2025-02-27T09:00:00.000Z,c9JmHOUp6VU,https://www.youtube.com/watch?v=c9JmHOUp6VU,high,downloaded,analyzed,available,available,
how-to-achieve-inner-peace-healing-dr-richard-schwartz,218,How to Achieve Inner Peace & Healing | Dr. Richard Schwartz,2025-03-03T09:00:00.000Z,KuuoLT-fq4s,https://www.youtube.com/watch?v=KuuoLT-fq4s,high,downloaded,analyzed,available,available,
essentials-how-to-control-your-metabolism-by-thyroid-growth-hormone,,Essentials: How to Control Your Metabolism by Thyroid & Growth Hormone,2025-03-06T09:00:00.000Z,Nmo4bxfFzM0,https://www.youtube.com/watch?v=Nmo4bxfFzM0,high,downloaded,analyzed,available,available,
improve-focus-with-behavioral-tools-medication-for-adhd-john-kruse,,Improve Focus with Behavioral Tools & Medication for ADHD | Dr. John Kruse,2025-03-10T08:00:00.000Z,NtQ-kdLlQiU,https://www.youtube.com/watch?v=NtQ-kdLlQiU,high,downloaded,analyzed,available,available,
essentials-boost-your-energy-immune-system-with-cortisol-adrenaline,,Essentials: Boost Your Energy & Immune System with Cortisol & Adrenaline,2025-03-13T08:00:00.000Z,wFucddupQlk,https://www.youtube.com/watch?v=wFucddupQlk,high,downloaded,analyzed,available,available,
how-to-increase-your-speed-mobility-longevity-with-plyometrics-sprinting-stuart-mcmillan,220,"How to Increase Your Speed, Mobility & Longevity with Plyometrics & Sprinting | Stuart McMillan",2025-03-17T08:00:00.000Z,U3cSnzdyyXU,https://www.youtube.com/watch?v=U3cSnzdyyXU,high,downloaded,analyzed,available,available,
essentials-supercharge-exercise-performance-recovery-with-cooling,,Essentials: Supercharge Exercise Performance & Recovery with Cooling,2025-03-20T08:00:00.000Z,5--yogtN6oM,https://www.youtube.com/watch?v=5--yogtN6oM,high,downloaded,analyzed,available,available,
how-to-improve-your-teeth-oral-microbiome-for-brain-body-health-dr-staci-whitman,221,How to Improve Your Teeth & Oral Microbiome for Brain & Body Health | Dr. Staci Whitman,2025-03-24T08:00:00.000Z,_oOEKKiwdDE,https://www.youtube.com/watch?v=_oOEKKiwdDE,high,downloaded,analyzed,available,available,
essentials-how-to-learn-skills-faster,,Essentials: How to Learn Skills Faster,2025-03-27T08:00:00.000Z,VnEy78RL2YY,https://www.youtube.com/watch?v=VnEy78RL2YY,high,downloaded,analyzed,available,available,
transform-your-mental-health-with-diet-lifestyle-dr-chris-palmer,222,Transform Your Mental Health With Diet & Lifestyle | Dr. Chris Palmer,2025-03-31T08:00:00.000Z,hCyvqRq5YmM,https://www.youtube.com/watch?v=hCyvqRq5YmM,high,downloaded,analyzed,available,available,
essentials-lose-fat-with-science-based-tools,,Essentials: Lose Fat With Science-Based Tools,2025-04-03T08:00:00.000Z,f4cdu-QiKHo,https://www.youtube.com/watch?v=f4cdu-QiKHo,high,downloaded,analyzed,available,available,
how-to-find-be-a-great-romantic-partner-lori-gottlieb,223,How to Find & Be a Great Romantic Partner | Lori Gottlieb,2025-04-07T08:00:00.000Z,lYK4UFf8mlc,https://www.youtube.com/watch?v=lYK4UFf8mlc,high,downloaded,analyzed,available,available,
essentials-build-muscle-size-increase-strength-improve-recovery,,"Essentials: Build Muscle Size, Increase Strength & Improve Recovery",2025-04-10T08:00:00.000Z,jgaoLdS82vw,https://www.youtube.com/watch?v=jgaoLdS82vw,high,downloaded,analyzed,available,available,
how-to-improve-your-vitality-heal-from-disease-dr-mark-hyman,224,How to Improve Your Vitality & Heal From Disease | Dr. Mark Hyman,2025-04-14T08:00:00.000Z,UyneMnERmnI,https://www.youtube.com/watch?v=UyneMnERmnI,high,downloaded,analyzed,available,available,
essentials-how-to-build-endurance,,Essentials: How to Build Endurance,2025-04-17T08:00:00.000Z,7MEhDlw1e9k,https://www.youtube.com/watch?v=7MEhDlw1e9k,high,downloaded,analyzed,available,available,
tools-for-overcoming-substance-behavioral-addictions-ryan-soave,225,Tools for Overcoming Substance & Behavioral Addictions | Ryan Soave,2025-04-21T08:00:00.000Z,J7yn4tJEmJU,https://www.youtube.com/watch?v=J7yn4tJEmJU,high,downloaded,analyzed,available,available,
essentials-protocols-to-improve-vision-eyesight,,Essentials: Protocols to Improve Vision & Eyesight,2025-04-24T08:00:00.000Z,ssmwxKPFMFU,https://www.youtube.com/watch?v=ssmwxKPFMFU,high,downloaded,analyzed,available,available,
ama-19-collagen-vs-whey-protein-creatine-smelling-salts-stimulants,,"AMA #19: Collagen vs. Whey Protein, Creatine, Smelling Salts, Stimulants & More",2025-04-25T17:15:00.000Z,q-wRvsiGYIs,https://www.youtube.com/watch?v=q-wRvsiGYIs,high,downloaded,analyzed,available,available,
understand-what-pets-actually-want-need-dr-karolina-westlund,226,What Pets Actually Want & Need | Dr. Karolina Westlund,2025-04-28T08:00:00.000Z,6ck9fa6_C8c,https://www.youtube.com/watch?v=6ck9fa6_C8c,high,downloaded,analyzed,available,available,
essentials-how-smell-taste-pheromones-shape-behavior,,"Essentials: How Smell, Taste & Pheromones Shape Behavior",2025-05-01T08:00:00.000Z,_eDg9yOvvrQ,https://www.youtube.com/watch?v=_eDg9yOvvrQ,high,downloaded,analyzed,available,available,
essentials-how-hearing-balance-enhance-focus-learning,,Essentials: How Hearing & Balance Enhance Focus & Learning,2025-05-08T08:00:00.000Z,fSBgDq2ttCw,https://www.youtube.com/watch?v=fSBgDq2ttCw,high,downloaded,analyzed,available,available,
how-different-diets-impact-your-health-dr-christopher-gardner,228,How Different Diets Impact Your Health | Dr. Christopher Gardner,2025-05-12T08:00:00.000Z,9vQZT2igXN4,https://www.youtube.com/watch?v=9vQZT2igXN4,high,downloaded,analyzed,available,available,
essentials-understanding-healing-the-mind-dr-karl-deisseroth,,Essentials: Understanding & Healing the Mind | Dr. Karl Deisseroth,2025-05-15T08:00:00.000Z,RSnol_TVrzQ,https://www.youtube.com/watch?v=RSnol_TVrzQ,high,downloaded,analyzed,available,available,
the-science-art-of-comedy-creativity-tom-segura,229,The Science & Art of Comedy & Creativity | Tom Segura,2025-05-19T08:00:00.000Z,HTJ8lDtJOg4,https://www.youtube.com/watch?v=HTJ8lDtJOg4,high,downloaded,analyzed,available,available,
essentials-maximize-productivity-physical-mental-health-with-daily-tools,,"Essentials: Maximize Productivity, Physical & Mental Health With Daily Tools",2025-05-22T08:00:00.000Z,Pmd6knanPKw,https://www.youtube.com/watch?v=Pmd6knanPKw,high,downloaded,analyzed,available,available,
behaviors-that-alter-your-genes-to-improve-your-health-performance-dr-melissa-ilardo,230,Behaviors That Alter Your Genes to Improve Your Health & Performance | Dr. Melissa Ilardo,2025-05-26T08:00:00.000Z,ijdpvG24IkE,https://www.youtube.com/watch?v=ijdpvG24IkE,high,downloaded,analyzed,available,available,
essentials-machines-creativity-love-dr-lex-fridman,,"Essentials: Machines, Creativity & Love | Dr. Lex Fridman",2025-05-29T08:00:00.000Z,SCzecagKBjY,https://www.youtube.com/watch?v=SCzecagKBjY,high,downloaded,analyzed,available,available,
healing-from-grief-loss-dr-mary-frances-oconnor,231,Healing From Grief & Loss | Dr. Mary-Frances O’Connor,2025-06-02T08:00:00.000Z,inUkNZe5H3k,https://www.youtube.com/watch?v=inUkNZe5H3k,high,downloaded,analyzed,available,available,
essentials-improving-health-with-stronger-brain-body-connection,,Essentials: Improving Health With Stronger Brain-Body Connection,2025-06-05T08:00:00.000Z,2ZkJtIouKzE,https://www.youtube.com/watch?v=2ZkJtIouKzE,high,downloaded,analyzed,available,available,
improving-science-restoring-trust-in-public-health-dr-jay-bhattacharya,232,Improving Science & Restoring Trust in Public Health | Dr. Jay Bhattacharya,2025-06-09T08:00:00.000Z,2Y_PxTxLFVg,https://www.youtube.com/watch?v=2Y_PxTxLFVg,high,downloaded,analyzed,available,available,
essentials-the-science-practice-of-perfecting-your-sleep,,Essentials: The Science & Practice of Perfecting Your Sleep,2025-06-12T08:00:00.000Z,JaRGJVrJBQ8,https://www.youtube.com/watch?v=JaRGJVrJBQ8,high,downloaded,analyzed,available,available,
how-to-grow-from-doing-hard-things-michael-easter,233,How to Grow From Doing Hard Things | Michael Easter,2025-06-16T08:00:00.000Z,SsKkZTjUJEk,https://www.youtube.com/watch?v=SsKkZTjUJEk,high,downloaded,analyzed,available,available,
essentials-how-to-control-your-sense-of-pain-pleasure,,Essentials: How to Control Your Sense of Pain & Pleasure,2025-06-19T08:00:00.000Z,vm1GbSPx48g,https://www.youtube.com/watch?v=vm1GbSPx48g,high,downloaded,analyzed,available,available,
control-your-vagus-nerve-to-improve-mood-alertness-neuroplasticity,234,"Control Your Vagus Nerve to Improve Mood, Alertness & Neuroplasticity",2025-06-23T08:00:00.000Z,CLbVW3Pj46A,https://www.youtube.com/watch?v=CLbVW3Pj46A,high,downloaded,analyzed,available,available,
essentials-understanding-treating-addiction-dr-anna-lembke,,Essentials: Understanding & Treating Addiction | Dr. Anna Lembke,2025-06-26T08:00:00.000Z,i4gvIeA3RcI,https://www.youtube.com/watch?v=i4gvIeA3RcI,high,downloaded,analyzed,available,available,
the-chemistry-of-food-taste-dr-harold-mcgee,235,The Chemistry of Food & Taste | Dr. Harold McGee,2025-06-30T08:00:00.000Z,zqANjUGarAw,https://www.youtube.com/watch?v=zqANjUGarAw,high,downloaded,analyzed,available,available,
essentials-understanding-conquering-depression,,Essentials: Understanding & Conquering Depression,2025-07-03T08:00:00.000Z,HWcphoKlbxY,https://www.youtube.com/watch?v=HWcphoKlbxY,high,downloaded,analyzed,available,available,
how-to-lose-fat-gain-muscle-with-nutrition-alan-aragon,236,How to Lose Fat & Gain Muscle With Nutrition | Alan Aragon,2025-07-07T08:00:00.000Z,h_1zlead9ZU,https://www.youtube.com/watch?v=h_1zlead9ZU,high,downloaded,analyzed,available,available,
essentials-science-of-stress-testosterone-aggression-motivation-robert-sapolsky,,"Essentials: Science of Stress, Testosterone, Aggression & Motivation | Dr. Robert Sapolsky",2025-07-10T08:00:00.000Z,WxtxzRdJFTI,https://www.youtube.com/watch?v=WxtxzRdJFTI,high,downloaded,analyzed,available,available,
how-nature-other-physical-environments-impact-your-focus-cognition-health-marc-berman,237,"How Nature & Other Physical Environments Impact Your Focus, Cognition & Health | Dr. Marc Berman",2025-07-14T08:00:00.000Z,ewnvjnuFTOY,https://www.youtube.com/watch?v=ewnvjnuFTOY,high,downloaded,analyzed,available,available,
essentials-healthy-eating-and-eating-disorders-anorexia-bulimia-binging,,"Essentials: Healthy Eating & Eating Disorders - Anorexia, Bulimia, Binging",2025-07-17T08:00:00.000Z,mJv1_esiJ8g,https://www.youtube.com/watch?v=mJv1_esiJ8g,high,downloaded,analyzed,available,available,
health-effects-and-risks-of-kratom-opioids-and-other-natural-occurring-medicines-dr-chris-mccurdy,238,"Health Effects & Risks of Kratom, Opioids & Other Natural Occurring Medicines | Dr. Chris McCurdy",2025-07-21T13:37:00.000Z,gyE6Z4GLEeM,https://www.youtube.com/watch?v=gyE6Z4GLEeM,high,downloaded,analyzed,available,available,
male-vs-female-brain-differences-how-they-arise-from-genes-hormones-dr-nirao-shah,239,Male vs. Female Brain Differences & How They Arise From Genes & Hormones | Dr. Nirao Shah,2025-07-28T08:00:00.000Z,k8SBJzsIWAo,https://www.youtube.com/watch?v=k8SBJzsIWAo,high,downloaded,analyzed,available,available,
essentials-adhd-how-anyone-can-improve-their-focus,,Essentials: ADHD & How Anyone Can Improve Their Focus,2025-07-31T08:00:00.000Z,LAwBdRR4wQk,https://www.youtube.com/watch?v=LAwBdRR4wQk,high,downloaded,analyzed,available,available,
how-to-control-your-cortisol-overcome-burnout,240,How to Control Your Cortisol & Overcome Burnout,2025-08-04T08:00:00.000Z,Ibj1k3IZTNU,https://www.youtube.com/watch?v=Ibj1k3IZTNU,high,downloaded,analyzed,available,available,
essentials-increase-strength-endurance-with-cooling-protocols-dr-craig-heller,,Essentials: Increase Strength & Endurance with Cooling Protocols | Dr. Craig Heller,2025-08-07T08:00:00.000Z,aZklQpFa2kE,https://www.youtube.com/watch?v=aZklQpFa2kE,high,downloaded,analyzed,available,available,
how-to-rewire-your-brain-and-learn-faster-dr-michael-kilgard,241,How to Rewire Your Brain & Learn Faster | Dr. Michael Kilgard,2025-08-11T08:00:00.000Z,rcAyjg-oy84,https://www.youtube.com/watch?v=rcAyjg-oy84,high,downloaded,analyzed,available,available,
essentials-controlling-your-dopamine-for-motivation-focus-satisfaction,,"Essentials: Controlling Your Dopamine for Motivation, Focus & Satisfaction",2025-08-14T08:00:00.000Z,XeN6eGO6FVQ,https://www.youtube.com/watch?v=XeN6eGO6FVQ,high,downloaded,analyzed,available,available,
using-stem-cells-to-cure-autism-epilepsy-and-schizophrenia-dr-sergiu-pasca,242,"Using Stem Cells to Cure Autism, Epilepsy & Schizophrenia | Dr. Sergiu Pașca",2025-08-18T08:00:00.000Z,H4mMZ0vliMo,https://www.youtube.com/watch?v=H4mMZ0vliMo,high,downloaded,analyzed,available,available,
